0	1	full_name	_all	keyword	country_code	name	place_type	average	delta	standard_error
-85.8720485	30.215828	Panama City Beach, FL	3267.0	29.0	US	Panama City Beach	city	0.00887664524028	-0.0142859295925	0.00263166130967
-83.139281	40.1252735	Dublin, OH	1802.0	16.0	US	Dublin	city	0.00887902330744	-0.0142835515253	0.00354345702078
-117.434547	47.667438	Spokane, WA	6064.0	54.0	US	Spokane	city	0.00890501319261	-0.0142575616402	0.00193163455773
-78.487448	38.0400365	Charlottesville, VA	1903.0	17.0	US	Charlottesville	city	0.00893326326852	-0.0142293115643	0.0034481422081
-73.766756	43.066929	Saratoga Springs, NY	1006.0	9.0	US	Saratoga Springs	city	0.00894632206759	-0.0142162527652	0.00474248070324
-106.840246	39.206964	Aspen, CO	1452.0	13.0	US	Aspen	city	0.00895316804408	-0.0142094067887	0.00394749196451
-93.9992845	44.16514	Mankato, MN	1223.0	11.0	US	Mankato	city	0.00899427636958	-0.0141682984632	0.00430121680856
-75.3817475	40.0947845	King of Prussia, PA	1322.0	12.0	US	King of Prussia	city	0.00907715582451	-0.0140854190083	0.00413703157189
-86.8511765	35.935017	Franklin, TN	3414.0	31.0	US	Franklin	city	0.00908025776216	-0.0140823170706	0.00257438089883
-90.323012	38.554622	Affton, MO	987.0	9.0	US	Affton	city	0.00911854103343	-0.0140440337993	0.00478791009099
-94.370308	35.3572525	Fort Smith, AR	1404.0	13.0	US	Fort Smith	city	0.00925925925926	-0.0139033155735	0.0040144033734
-88.240004	42.981638	Waukesha, WI	1509.0	14.0	US	Waukesha	city	0.00927766732936	-0.0138849075034	0.00387221927931
-96.4268065	32.920541	Rockwall, TX	1724.0	16.0	US	Rockwall	city	0.0092807424594	-0.0138818323734	0.0036227297043
-77.101999	38.8808445	Arlington, VA	13584.0	127.0	US	Arlington	city	0.0093492343934	-0.0138133404394	0.00129059722322
-92.430839	35.0731115	Conway, AR	3100.0	29.0	US	Conway	city	0.00935483870968	-0.0138077361231	0.00270161659847
-77.388976	38.970725	Herndon, VA	958.0	9.0	US	Herndon	city	0.00939457202505	-0.0137680028077	0.00485983817611
-71.02134	42.256124	Quincy, MA	2765.0	26.0	US	Quincy	city	0.00940325497288	-0.0137593198599	0.00286059908241
-94.1480225	36.3356125	Rogers, AR	1167.0	11.0	US	Rogers	city	0.00942587832048	-0.0137366965123	0.004403207326
-72.7567035	42.130942	Westfield, MA	1366.0	13.0	US	Westfield	city	0.0095168374817	-0.0136457373511	0.00406985759208
-80.8645565	35.5684345	Mooresville, NC	2409.0	23.0	US	Mooresville	city	0.00954753009548	-0.0136150447373	0.00306468725892
-93.6115305	41.732949	Ankeny, IA	1780.0	17.0	US	Ankeny	city	0.00955056179775	-0.013612013035	0.00356528754217
-84.853542	38.187468	Frankfort, KY	1143.0	11.0	US	Frankfort	city	0.00962379702537	-0.0135387778074	0.00444919507302
-106.362797	39.624827	Vail, CO	933.0	9.0	US	Vail	city	0.0096463022508	-0.013516272582	0.00492451813301
-85.4915405	32.597245	Auburn, AL	2165.0	21.0	US	Auburn	city	0.00969976905312	-0.0134628057797	0.00323277599412
-93.2662515	36.6548395	Branson, MO	1026.0	10.0	US	Branson	city	0.00974658869396	-0.0134159861388	0.00469603021349
-82.3422685	34.7959415	Greenville, SC	3864.0	38.0	US	Greenville	city	0.00983436853002	-0.0133282063028	0.00241983639275
-99.750556	32.415051	Abilene, TX	3240.0	32.0	US	Abilene	city	0.00987654320988	-0.0132860316229	0.00264260381554
-86.520209	36.221709	Mount Juliet, TN	1316.0	13.0	US	Mount Juliet	city	0.00987841945289	-0.0132841553799	0.00414645176983
-75.903592	42.1117855	Binghamton, NY	1111.0	11.0	US	Binghamton	city	0.00990099009901	-0.0132615847338	0.00451281503209
-82.914538	40.148988	Westerville, OH	2393.0	24.0	US	Westerville	city	0.010029251985	-0.0131333228478	0.00307491569706
-77.1185025	38.981337	Bethesda, MD	2783.0	28.0	US	Bethesda	city	0.0100610851599	-0.0131014896729	0.00285133312618
-122.1702265	37.425035	Stanford, CA	992.0	10.0	US	Stanford	city	0.0100806451613	-0.0130819296715	0.00477582854236
-122.14403	37.414371	Palo Alto, CA	2863.0	29.0	US	Palo Alto	city	0.0101292350681	-0.0130333397647	0.00281121388244
-118.876498	34.283083	Moorpark, CA	1082.0	11.0	US	Moorpark	city	0.0101663585952	-0.0129962162376	0.00457289187209
-83.381166	42.571954	West Bloomfield Township, MI	1082.0	11.0	US	West Bloomfield Township	city	0.0101663585952	-0.0129962162376	0.00457289187209
-81.725752	33.5327425	Aiken, SC	983.0	10.0	US	Aiken	city	0.0101729399797	-0.0129896348531	0.00479764162561
-94.6750935	38.931549	Overland Park, KS	6376.0	65.0	US	Overland Park	city	0.0101944792974	-0.0129680955354	0.00188378098428
-84.470729	33.8614025	Vinings, GA	973.0	10.0	US	Vinings	city	0.0102774922919	-0.0128850825409	0.00482223246649
-122.201905	47.680319	Kirkland, WA	1842.0	19.0	US	Kirkland	city	0.0103148751357	-0.0128476996971	0.00350477183317
-71.315972	41.487167	Newport, RI	1248.0	13.0	US	Newport	city	0.0104166666667	-0.0127459081661	0.00425791777162
-79.9953585	35.9950545	High Point, NC	2396.0	25.0	US	High Point	city	0.0104340567613	-0.0127285180715	0.00307299006341
-87.744706	42.0341165	Skokie, IL	2585.0	27.0	US	Skokie	city	0.0104448742747	-0.0127177005581	0.0029585184985
-74.466483	40.5517695	Piscataway, NJ	1434.0	15.0	US	Piscataway	city	0.010460251046	-0.0127023237868	0.00397218975684
-123.2793435	44.5692455	Corvallis, OR	1911.0	20.0	US	Corvallis	city	0.0104657247514	-0.0126968500813	0.0034409171772
-74.4411045	40.488195	New Brunswick, NJ	1336.0	14.0	US	New Brunswick	city	0.0104790419162	-0.0126835329166	0.00411529842268
-80.619743	35.4882025	Kannapolis, NC	1145.0	12.0	US	Kannapolis	city	0.010480349345	-0.0126822254878	0.00444530761481
-77.349057	38.9558015	Reston, VA	1804.0	19.0	US	Reston	city	0.0105321507761	-0.0126304240567	0.00354149225377
-84.3064885	33.9430725	Dunwoody, GA	2364.0	25.0	US	Dunwoody	city	0.0105752961083	-0.0125872787245	0.00309371873054
-118.399639	34.0824965	Beverly Hills, CA	4144.0	44.0	US	Beverly Hills	city	0.0106177606178	-0.012544814215	0.00233665550888
-72.672722	42.3321275	Northampton, MA	941.0	10.0	US	Northampton	city	0.0106269925611	-0.0125355822717	0.00490354032461
-80.89735	35.0022135	Fort Mill, SC	1317.0	14.0	US	Fort Mill	city	0.0106302201974	-0.0125323546354	0.00414487726749
-87.5740945	30.2891865	Orange Beach, AL	939.0	10.0	US	Orange Beach	city	0.010649627263	-0.0125129475697	0.00490875963458
-82.8080405	39.8381705	Canal Winchester, OH	935.0	10.0	US	Canal Winchester	city	0.0106951871658	-0.012467387667	0.00491924844917
-80.271087	25.6994485	Coral Gables, FL	2145.0	23.0	US	Coral Gables	city	0.0107226107226	-0.0124399641102	0.00324781224266
-90.247824	38.653771	St Louis, MO	16127.0	173.0	US	St Louis	city	0.0107273516463	-0.0124352231865	0.0011844801031
-77.1951415	39.0201895	Potomac, MD	1483.0	16.0	US	Potomac	city	0.0107889413351	-0.0123736334977	0.00390601572451
-83.986859	33.6639435	Conyers, GA	1664.0	18.0	US	Conyers	city	0.0108173076923	-0.0123452671405	0.00368746495745
-81.111916	34.057336	St Andrews, SC	923.0	10.0	US	St Andrews	city	0.0108342361863	-0.0123283386464	0.00495112296267
-79.837322	32.8479465	Mount Pleasant, SC	2119.0	23.0	US	Mount Pleasant	city	0.0108541764983	-0.0123083983344	0.00326767672293
-117.1542695	46.730822	Pullman, WA	919.0	10.0	US	Pullman	city	0.0108813928183	-0.0122811820145	0.00496188628616
-117.000734	46.7347065	Moscow, ID	919.0	10.0	US	Moscow	city	0.0108813928183	-0.0122811820145	0.00496188628616
-79.95791	37.2744885	Roanoke, VA	4130.0	45.0	US	Roanoke	city	0.0108958837772	-0.0122666910555	0.00234061259132
-82.5330735	27.3411215	Sarasota, FL	3018.0	33.0	US	Sarasota	city	0.0109343936382	-0.0122281811946	0.00273807251064
-90.6006005	38.7578375	St Peters, MO	2098.0	23.0	US	St Peters	city	0.010962821735	-0.0121997530978	0.00328398996142
-93.774755	41.5642575	West Des Moines, IA	2549.0	28.0	US	West Des Moines	city	0.0109846998823	-0.0121778749505	0.00297933710284
-85.9500505	39.963761	Fishers, IN	3258.0	36.0	US	Fishers	city	0.0110497237569	-0.0121128510759	0.00263529369416
-93.4594295	44.8462005	Eden Prairie, MN	1266.0	14.0	US	Eden Prairie	city	0.0110584518167	-0.012104123016	0.00422753984905
-86.8060865	33.4519	Homewood, AL	1892.0	21.0	US	Homewood	city	0.0110993657505	-0.0120632090823	0.00345815135022
-80.121529	26.8408065	Palm Beach Gardens, FL	2060.0	23.0	US	Palm Beach Gardens	city	0.0111650485437	-0.0119975262891	0.00331414077956
-73.2781465	41.1746485	Fairfield, CT	1431.0	16.0	US	Fairfield	city	0.0111809923131	-0.0119815825197	0.0039763512978
-83.377181	42.4842785	Farmington Hills, MI	2503.0	28.0	US	Farmington Hills	city	0.0111865761087	-0.0119759987241	0.00300658951095
-96.439486	32.7372485	Forney, TX	1695.0	19.0	US	Forney	city	0.011209439528	-0.0119531353048	0.0036535891724
-80.748747	32.1898025	Hilton Head Island, SC	3029.0	34.0	US	Hilton Head Island	city	0.0112248266755	-0.0119377481573	0.00273309624918
-97.4636445	35.327468	Moore, OK	2223.0	25.0	US	Moore	city	0.0112460638776	-0.0119165109551	0.00319032429743
-77.230881	38.916761	Tysons Corner, VA	2222.0	25.0	US	Tysons Corner	city	0.0112511251125	-0.0119114497203	0.00319104211143
-72.6678115	41.549405	Middletown, CT	1241.0	14.0	US	Middletown	city	0.0112812248187	-0.0118813500141	0.00426990951712
-71.5507035	42.3458205	Marlborough, MA	1683.0	19.0	US	Marlborough	city	0.0112893642305	-0.0118732106022	0.00366659131019
-96.6965625	40.803235	Lincoln, NE	8660.0	98.0	US	Lincoln	city	0.0113163972286	-0.0118461776041	0.00161638799706
-87.1023995	37.765135	Owensboro, KY	1501.0	17.0	US	Owensboro	city	0.0113257828115	-0.0118367920213	0.003882524605
-83.117296	41.3664945	Fremont, OH	1322.0	15.0	US	Fremont	city	0.0113464447806	-0.0118161300521	0.00413703157189
-88.128181	42.9701865	New Berlin, WI	1055.0	12.0	US	New Berlin	city	0.0113744075829	-0.0117881672498	0.00463103787615
-81.5503975	41.474967	Shaker Heights, OH	967.0	11.0	US	Shaker Heights	city	0.0113753877973	-0.0117871870355	0.00483716972209
-122.791854	45.424871	Tigard, OR	1580.0	18.0	US	Tigard	city	0.0113924050633	-0.0117701697695	0.00378421688636
-121.311582	44.059938	Bend, OR	1842.0	21.0	US	Bend	city	0.0114006514658	-0.011761923367	0.00350477183317
-92.25715	34.788087	North Little Rock, AR	1489.0	17.0	US	North Little Rock	city	0.0114170584285	-0.0117455164043	0.00389813803772
-74.1873045	40.8085105	Bloomfield, NJ	2886.0	33.0	US	Bloomfield	city	0.0114345114345	-0.0117280633983	0.00279998947874
-80.134986	26.3739755	Boca Raton, FL	7092.0	82.0	US	Boca Raton	city	0.0115623237451	-0.0116002510877	0.00178615934188
-77.0908695	38.81738	Alexandria, VA	6731.0	78.0	US	Alexandria	city	0.0115881741197	-0.011574400713	0.00183343183304
-77.1202525	39.043469	North Bethesda, MD	1980.0	23.0	US	North Bethesda	city	0.0116161616162	-0.0115464132166	0.0033804301591
-88.0222305	43.0061125	West Allis, WI	1886.0	22.0	US	West Allis	city	0.0116648992577	-0.0114976755751	0.00346364775319
-121.879033	36.596299	Monterey, CA	2132.0	25.0	US	Monterey	city	0.0117260787992	-0.0114364960335	0.00325769906079
-81.382695	40.885188	North Canton, OH	1193.0	14.0	US	North Canton	city	0.0117351215423	-0.0114274532905	0.00435496171055
-84.153529	39.695477	Kettering, OH	2044.0	24.0	US	Kettering	city	0.0117416829746	-0.0114208918582	0.00332708669127
-85.922362	39.2114315	Columbus, IN	1016.0	12.0	US	Columbus	city	0.011811023622	-0.0113515512107	0.00471908401043
-122.149768	47.5978565	Bellevue, WA	5249.0	62.0	US	Bellevue	city	0.0118117736712	-0.0113508011616	0.00207618608711
-81.791977	26.1524075	Naples, FL	1438.0	17.0	US	Naples	city	0.0118219749652	-0.0113405998676	0.00396666130635
-87.65105	34.83429	Florence, AL	1435.0	17.0	US	Florence	city	0.0118466898955	-0.0113158849373	0.00397080547739
-78.515337	35.9590235	Wake Forest, NC	1342.0	16.0	US	Wake Forest	city	0.0119225037258	-0.011240071107	0.00410608849299
-77.6185945	37.6569095	Short Pump, VA	921.0	11.0	US	Short Pump	city	0.0119435396308	-0.0112190352019	0.00495649585949
-108.562922	45.7974455	Billings, MT	2093.0	25.0	US	Billings	city	0.011944577162	-0.0112179976708	0.00328791020868
-94.2791215	39.0148605	Blue Springs, MO	1170.0	14.0	US	Blue Springs	city	0.0119658119658	-0.011196762867	0.00439755856507
-71.2336905	42.060649	Foxborough, MA	918.0	11.0	US	Foxborough	city	0.0119825708061	-0.0111800040267	0.00496458810301
-76.703255	37.278994	Williamsburg, VA	913.0	11.0	US	Williamsburg	city	0.0120481927711	-0.0111143820617	0.00497816370425
-93.478628	45.0256585	Plymouth, MN	1161.0	14.0	US	Plymouth	city	0.0120585701981	-0.0111040046347	0.00441457046057
-88.0911795	42.0323445	Schaumburg, IL	2727.0	33.0	US	Schaumburg	city	0.012101210121	-0.0110613647118	0.00288046096268
-84.6564475	38.989258	Florence, KY	1898.0	23.0	US	Florence	city	0.0121180189673	-0.0110445558655	0.00345268103093
-76.794891	39.368037	Randallstown, MD	907.0	11.0	US	Randallstown	city	0.0121278941566	-0.0110346806762	0.00499460237431
-76.9924405	38.752715	Fort Washington, MD	2638.0	32.0	US	Fort Washington	city	0.0121304018196	-0.0110321730132	0.00292864794002
-80.33466	41.0042615	New Castle, PA	987.0	12.0	US	New Castle	city	0.0121580547112	-0.0110045201215	0.00478791009099
-74.419331	40.4292275	East Brunswick, NJ	1395.0	17.0	US	East Brunswick	city	0.0121863799283	-0.0109761949045	0.00402733224221
-85.182475	32.8044785	Valley, AL	1477.0	18.0	US	Valley	city	0.0121868652674	-0.0109757095654	0.00391394136484
-84.557366	38.2250725	Georgetown, KY	1148.0	14.0	US	Georgetown	city	0.0121951219512	-0.0109674528816	0.00443949548644
-80.3038715	25.748093	Coral Terrace, FL	983.0	12.0	US	Coral Terrace	city	0.0122075279756	-0.0109550468572	0.00479764162561
-86.011649	40.050298	Noblesville, IN	1713.0	21.0	US	Noblesville	city	0.0122591943958	-0.010903380437	0.00363434273911
-75.66877	41.4194095	Scranton, PA	1221.0	15.0	US	Scranton	city	0.012285012285	-0.0108775625478	0.00430473806728
-86.4564905	30.398178	Destin, FL	2034.0	25.0	US	Destin	city	0.0122910521141	-0.0108715227187	0.00333525534263
-95.6316895	29.603464	Sugar Land, TX	4951.0	61.0	US	Sugar Land	city	0.0123207432842	-0.0108418315486	0.00213775583075
-85.1939275	34.2667455	Rome, GA	1135.0	14.0	US	Rome	city	0.0123348017621	-0.0108277730707	0.00446484752268
-85.026365	32.438372	Phenix City, AL	1216.0	15.0	US	Phenix City	city	0.0123355263158	-0.010827048517	0.0043135791899
-84.560904	39.4040615	Hamilton, OH	1290.0	16.0	US	Hamilton	city	0.0124031007752	-0.0107594740576	0.00418802926401
-84.296906	33.7722075	Decatur, GA	1197.0	15.0	US	Decatur	city	0.0125313283208	-0.010631246512	0.00434767916079
-83.9638415	35.9824705	Knoxville, TN	16127.0	203.0	US	Knoxville	city	0.0125875860358	-0.0105749887969	0.0011844801031
-72.8168025	41.4565815	Wallingford, CT	952.0	12.0	US	Wallingford	city	0.0126050420168	-0.010557532816	0.00487512873779
-82.2945085	34.783738	Mauldin, SC	951.0	12.0	US	Mauldin	city	0.01261829653	-0.0105442783028	0.0048776912235
-106.330781	42.830259	Casper, WY	1030.0	13.0	US	Casper	city	0.0126213592233	-0.0105412156095	0.00468690283807
-100.7641485	46.8299035	Bismarck, ND	1023.0	13.0	US	Bismarck	city	0.0127077223851	-0.0104548524476	0.00470291084753
-108.193367	36.75742	Farmington, NM	1259.0	16.0	US	Farmington	city	0.0127084988086	-0.0104540760242	0.00423927605205
-75.605775	39.95993	West Chester, PA	1258.0	16.0	US	West Chester	city	0.0127186009539	-0.0104439738789	0.00424096064423
-88.1613215	41.748496	Naperville, IL	5729.0	73.0	US	Naperville	city	0.0127421888637	-0.0104203859691	0.00198730786673
-119.8286955	34.439463	Goleta, CA	1568.0	20.0	US	Goleta	city	0.0127551020408	-0.010407472792	0.00379866970873
-92.342322	34.721886	Little Rock, AR	8773.0	112.0	US	Little Rock	city	0.012766442494	-0.0103961323388	0.00160594437339
-88.0255425	43.0675375	Wauwatosa, WI	1488.0	19.0	US	Wauwatosa	city	0.0127688172043	-0.0103937576285	0.00389944767593
-95.818827	36.298144	Owasso, OK	937.0	12.0	US	Owasso	city	0.0128068303095	-0.0103557445233	0.00491399564634
-74.0701695	40.944571	Paramus, NJ	1636.0	21.0	US	Paramus	city	0.0128361858191	-0.0103263890137	0.00371888640757
-105.9991065	35.6565515	Santa Fe, NM	2414.0	31.0	US	Santa Fe	city	0.0128417564209	-0.0103208184119	0.00306151174542
-77.0143985	38.898603	Washington, DC	94142.0	1212.0	US	Washington	city	0.0128741688088	-0.010288406024	0.000490244638318
-86.760091	33.385555	Hoover, AL	3557.0	46.0	US	Hoover	city	0.012932246275	-0.0102303285578	0.00252210190531
-84.5398125	39.137038	Cincinnati, OH	16580.0	215.0	US	Cincinnati	city	0.0129674306393	-0.0101951441935	0.00116818681376
-104.536514	33.3663375	Roswell, NM	998.0	13.0	US	Roswell	city	0.0130260521042	-0.0101365227286	0.00476145070178
-78.613697	35.690305	Garner, NC	920.0	12.0	US	Garner	city	0.0130434782609	-0.0101190965719	0.00495918887564
-74.01145	40.222272	Asbury Park, NJ	1222.0	16.0	US	Asbury Park	city	0.013093289689	-0.0100692851437	0.00430297635734
-122.6761085	38.4522175	Santa Rosa, CA	4124.0	54.0	US	Santa Rosa	city	0.0130940834142	-0.0100684914186	0.00234231464894
-77.6052065	43.1272685	Brighton, NY	1143.0	15.0	US	Brighton	city	0.0131233595801	-0.0100392152527	0.00444919507302
